timestamp,open,high,low,close,volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,price_change,volatility,target
2025-07-30 12:00:00,117567.0,117635.9,117358.7,117479.1,28.39674736,-3.7288658149474467,28.39674736,-0.1313131313130592,0.0,0.0,0.0,0.0,117491.23333333332,50.0,1000.0,117479.1,117479.1,117479.1,0.0,0.0,0.0,0.0,117491.23333333332,117768.43333333333,117214.03333333333,0.47186499304771573,0.4781144781144951,0.0,0.0,117358.7,117635.9,117497.29999999999,0.2359568638166253,0.4343434343434704,0.0,0.0,0.0,0.0,0.0,117479.1,117479.1,117479.1,117479.1,0.0,0.0,0.0,1.825427414906821,1.0,-2122.2236999999877,18.39702814490988,18.39702814490988,0.0,117497.29999999999,117497.29999999999,117497.29999999999,117497.29999999999,0.0,0.0,0.0,0.0,0.0,115342.0539,115324.43084999999,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,43.43434343434704,43.43434343434704,-56.56565656565296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117479.1,,,0
2025-07-30 12:15:00,117479.0,117840.9,117365.3,117730.4,49.62745763,22.837893463012602,78.02420499,0.2927026743295831,12471.380102418423,101392419444.80092,101392419444.80092,0.10615828775006743,117589.37616879433,100.0,1000.0,117604.75,117856.04999999999,117353.45000000001,0.4273636906672364,0.75,0.0,0.0,117568.38333333333,117944.78333333333,117191.98333333334,0.6403082007733556,0.7152187389302143,0.0,0.0,117358.7,117840.9,117599.79999999999,0.41001745252636235,0.7708419742845278,0.0,0.0,20.046723646722967,4.009344729344593,16.037378917378373,117604.75,117604.75,117517.76153846155,117497.71481481483,0.17505113311847378,0.09823483330953497,0.07681629980893881,0.00041779372884941335,2.1113293305650616,-2247.873699999982,19.486256667995278,18.94164240645258,0.5446142615426979,117599.79999999999,117599.79999999999,117599.79999999999,117599.79999999999,0.0,0.0,0.0,0.0,66.66666666666038,115342.0539,115324.43084999999,4.0,0.0,4.0,100.0,0.0,0.0,0.0,100.0,48.49893730074348,77.08419742845278,60.25927043139991,-22.915802571547214,0.0,0.0,0.017061373217613723,0.003412274643522745,0.013649098574090978,5.651158626564198,1.1302317253128398,4.520926901251359,117594.43205341717,0.002139103891670935,,0
2025-07-30 12:30:00,117730.4,117909.0,117554.0,117573.7,48.45056866,-20.235344478103688,29.57363633,-0.15999510332473077,9605.153786498384,94079391141.6612,97735905293.23105,0.04167023615912853,117623.67139151234,100.0,998.6689928854399,117594.40000000001,117801.66337512128,117387.13662487874,0.3525055191765435,0.4500635363389697,0.0,0.0,117605.2222222222,117974.4888888889,117235.95555555557,0.627976648807161,0.45731780706503417,0.0,0.0,117358.7,117909.0,117633.85,0.467964460892698,0.39069598400872046,0.0,0.0,23.024108570549288,7.812297497585533,15.211811072963755,117594.40000000001,117594.40000000001,117526.36745562131,117503.34334705076,0.32991130084325154,0.17928214272356854,0.150629158119683,0.0008361866311844006,3.2188152286380265,-2237.5236999999906,19.396535098445455,19.093273303783537,0.3032617946619176,117633.85,117633.85,117633.85,117633.85,0.0,0.0,0.0,0.0,64.63592942784264,115342.0539,115324.43084999999,8.0,0.0,8.0,59.82566337648952,0.0,0.0,0.0,98.62385119677518,34.73551182523853,39.069598400872046,53.19604642122396,-60.930401599127954,0.0,0.0,0.019594428477278877,0.006648705410273972,0.012945723067004904,9.277263933673764,2.7596381669850247,6.517625766688739,117588.51587763017,-0.0013310071145600233,,0
2025-07-30 12:45:00,117573.7,117847.9,117569.6,117737.0,28.69264593,-14.410211545854072,58.26628226,-0.09286879671556675,8902.347399908485,-22066020036.792526,57801930183.2232,0.08152191285527247,117641.14490160487,100.0,1000.0560602868928,117630.05,117847.92530837614,117412.17469162386,0.37044158083098716,0.7454385510618725,0.0,0.0,117633.45833333333,117979.98333333334,117286.93333333335,0.5891606094212751,0.6493999951903308,0.0,0.0,117358.7,117909.0,117633.85,0.4678226354575237,0.6874432127930237,0.0,0.0,38.12121517959167,13.874081033986762,24.24713414560491,117630.05,117630.05,117558.7724624488,117520.65124726921,0.3895601308848855,0.26473441535887937,0.12482571552600613,0.0015068513207025648,4.278664824711878,-2273.173699999985,19.705576060228157,19.246348992894692,0.4592270673334653,117633.85,117633.85,117633.85,117633.85,0.0,0.0,0.0,0.0,79.41251147439517,115342.0539,115324.43084999999,8.0,0.0,8.0,72.31015991898707,0.0,0.0,0.0,97.53262177865076,39.83839549815972,68.74432127930237,61.63270570287574,-31.255678720697635,0.0,0.0,0.03243788625658887,0.011806541579536952,0.020631344677051917,7.221683586887187,3.652047250965458,3.5696363359217296,117621.05907926302,0.0013889160586084692,,0
2025-07-30 13:00:00,117736.0,117870.0,117399.1,117532.0,46.41684219,-34.62701836931848,11.84944007,-0.17177441366343663,6271.233107214417,-75276081593.34416,24532427239.081356,0.000702351893553832,117631.75529509841,73.2109043602059,1000.0560602868928,117610.43999999999,117820.50797376086,117400.37202623911,0.35722674579037955,0.3132985276249717,0.0,0.0,117626.84,117998.23999999999,117255.44000000002,0.6314885276183343,0.37232094776520314,0.0,0.0,117358.7,117909.0,117633.85,0.4679006387528207,0.3149191350172669,0.0,0.0,33.16172645242477,17.731610117674364,15.430116334750409,117610.43999999999,117610.43999999999,117554.65362207206,117521.49189561963,0.41986888387774846,0.34873321629075343,0.07113566758699502,0.001973926185289187,5.4060680947807995,-2253.5636999999697,19.53558185937097,19.304195566189946,0.23138629318102488,117633.85,117633.85,117633.85,117633.85,0.0,0.0,0.0,0.0,-27.222496435238753,115342.0539,115324.43084999999,8.0,0.0,8.0,50.918299016227564,0.0,0.0,0.0,94.85188430091034,36.89283791060784,31.491913501726692,46.43527772730037,-68.5080864982733,0.0,0.0,0.028217584645605406,0.015088750192750643,0.013128834452854763,9.671857802964876,4.8560093613653414,4.815848441599535,117613.84902855451,-0.0017411688763939726,117.43156730623716,0
2025-07-30 13:15:00,117532.1,117808.5,117454.0,117506.3,47.4772131,-68.09544024150388,-35.62777303,-0.2734081626917489,5201.033466659521,-2464024157.3089128,19133136959.803303,-0.00967919846438873,117623.71946406623,57.46603249273564,1000.0560602868928,117593.08333333333,117799.96221631131,117386.20445035535,0.35185552944734794,0.29025569917021815,0.0,0.0,117620.63333333332,117989.21666666666,117252.05,0.6267324412184969,0.34490165046349086,0.0,0.0,117358.7,117909.0,117633.85,0.46796970059888976,0.2682173359985554,0.0,0.0,26.848033273563487,19.554894748852192,7.293138524711296,117593.08333333333,117593.08333333333,117547.21460329174,117520.36657001817,0.48170996213749273,0.4181259560000075,0.06358400613748522,0.0022379558412265,6.509469829134387,-2236.2070333333104,19.385121243381963,19.317683179055283,0.06743806432668009,117633.85,117633.85,117633.85,117633.85,0.0,0.0,0.0,0.0,-34.34790629034015,115342.0539,115324.43084999999,8.0,0.0,8.0,48.962705464196304,0.0,0.0,0.0,92.45338121199936,33.343884241464586,26.82173359985554,42.352656126961534,-73.17826640014447,27.421666666676174,0.0,0.02284543016428351,0.01664008618705722,0.0062053439772262915,11.539090247315658,6.192625538555404,5.346464708760253,117602.4523564472,-0.0002186638532484242,110.23573377085958,0
2025-07-30 13:30:00,117506.2,117824.0,117436.0,117647.0,51.18176705,-63.61044003609151,15.553994019999998,-0.2118630202275812,5486.7822034131395,-947603078.116077,15786346953.483406,0.051604959269573446,117625.75607590296,65.47381269452373,1000.0560602868928,117600.78571428571,117795.99992420676,117405.57150436466,0.3319947375102154,0.6183681396271843,0.0,0.0,117622.78095238096,117994.1380952381,117251.42380952381,0.6314374474915487,0.5326088350323736,0.0,0.0,117358.7,117909.0,117633.85,0.46793905045581213,0.52389605669635,0.0,0.0,32.81937869443209,22.20779153796817,10.61158715646392,117600.78571428571,117600.78571428571,117562.56620278533,117529.7468240909,0.5215021060135375,0.46382305161447157,0.057679054399065954,0.002584148425335748,7.609890615898625,-2243.909414285692,19.451891263509324,19.336855762548716,0.11503550096060877,117633.85,117633.85,117633.85,117633.85,0.0,0.0,0.0,0.0,16.06615776081463,115342.0539,115324.43084999999,8.0,0.0,8.0,58.38577114425863,0.0,0.0,0.0,90.53981818447284,36.48393921908022,52.389605669634996,36.901084257072405,-47.610394330365004,33.43142857143539,0.0,0.027924316678358464,0.01889693228531747,0.009027384393040995,13.479245401228665,7.649949511090057,5.829295890138608,117608.71555334379,0.0011973826084217265,93.63516967464666,0
2025-07-30 13:45:00,117648.0,117796.9,117465.1,117664.0,50.86061521,-53.49350030173311,66.41460923,-0.15235805365113536,4826.474811292691,652371188.6496238,13624350415.65001,0.05895432184209665,117628.10915735229,70.91543649316998,1000.2005684598583,117608.6875,117796.01951641736,117421.35548358264,0.31856833096171366,0.6476322655833888,0.0,0.0,117625.18333333333,117991.59583333333,117258.77083333334,0.623017094836961,0.5529685350072209,0.0,0.0,117358.7,117909.0,117633.85,0.46790761099175004,0.5547882972923883,0.0,0.0,38.47989856894128,25.462212944162793,13.017685624778487,117608.6875,117608.6875,117578.1714023568,117539.69150378786,0.5595845893748834,0.5053795833256712,0.05420500604921219,0.002993704138419711,8.677105277513572,-2251.811199999982,19.520389873802273,19.359797526455413,0.16059234734686,117633.85,117633.85,117633.85,117633.85,0.0,0.0,0.0,0.0,23.074064545632705,115342.0539,115324.43084999999,8.0,0.0,8.0,59.36205436665826,0.0,0.0,0.0,88.96835357592639,41.475532893031925,55.47882972923883,44.89672299957646,-44.52117027076117,13.678750000020955,0.0,0.032737791019045864,0.02166510403206315,0.011072686986982716,14.611619057327946,9.042283420337636,5.56933563699031,117620.77832148281,0.00014450007224997563,96.16152037067931,0
2025-07-30 14:00:00,117664.1,117864.7,117616.2,117840.9,30.98321854,-28.445095453902848,97.39782776999999,-0.07444663079488781,4919.968603925995,87784053050.80122,22894313245.04391,0.10553553070569283,117639.9339548933,73.46588307502057,1001.7043035067763,117634.48888888888,117863.61069917899,117405.36707859878,0.38954869860746344,0.9504396828258379,0.0,0.0,117641.7111111111,117995.02222222222,117288.40000000001,0.6006561920497888,0.7818887980376018,0.0,0.0,117358.7,117909.0,117633.85,0.46780498236345147,0.8762493185535063,0.0,0.0,56.58794236158428,31.687358827647092,24.90058353393719,117634.48888888888,117634.48888888888,117618.59118660961,117562.00324424803,0.6098667489111569,0.5160158581179856,0.09385089079317133,0.003716306260669308,9.680951321568799,-2277.6125888888637,19.744055681307227,19.402492876994504,0.3415628043127228,117633.85,117633.85,117633.85,117633.85,0.0,0.0,0.0,0.0,158.6807716241439,115342.0539,115324.43084999999,8.0,0.0,8.0,67.82183102381961,0.0,0.0,0.0,87.75939151868099,42.19883363665412,87.62493185535064,65.16445575140816,-12.375068144649365,8.127777777786832,0.0,0.04813455096032737,0.026958993417715994,0.021175557542611377,11.384406528342621,9.510708041938633,1.8736984864039883,117670.6499131808,0.0015034335055752468,132.76510460207854,0
2025-07-30 14:15:00,117840.9,117997.5,117714.4,117726.0,29.44292567,-55.47517804532875,67.9549021,-0.1348022692505861,3733.8313520104484,111055709498.7248,32690023939.89734,0.07682739830444088,117652.28973684386,75.50754190427918,1000.7275982671446,117643.63999999998,117867.83158235757,117419.4484176424,0.3811367658423077,0.6836821863111961,0.0,0.0,117658.80333333332,118005.09333333334,117312.51333333334,0.5886342376251165,0.5970236892007608,0.0,0.0,117358.7,117997.5,117678.1,0.5429957794573536,0.5749843456480921,346.2899999999965,0.0,60.96446735740756,37.542780533599185,23.421686823808372,117643.63999999998,117643.63999999998,117635.1156194389,117574.1511520815,0.6480474026527638,0.5167873354694934,0.13126006718327043,0.004419261657147309,10.660836290010684,-2286.763699999967,19.823384381984873,19.56097690333617,0.2624074786487043,117681.4,117678.1,117679.75,117678.1,0.0,0.0,0.0,0.0,147.16912538509578,115342.0539,115324.43084999999,36.0,0.0,36.0,59.20127823628488,0.0,0.0,0.0,85.69047694218128,41.357886876009694,57.49843456480921,66.86739871646623,-42.50156543519079,31.345000000001164,0.0,0.0518519306837694,0.03193758087092668,0.01991434981284272,8.369444246299107,9.282455282810728,-0.9130110365116213,117678.99263748169,-0.0009750434696271792,121.93396983614879,0
